iso3,series_variant,weo_vintage,source_vintage_set_hash,base_year,horizon_year,component_kind,side,line_code,contribution_pp,notes
GBR,strict,2026-04,9b805ef685ff,2025,2029,resid_total,expenditure,,0.08339551574630955,"no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
GBR,strict,2026-04,9b805ef685ff,2025,2029,weo_internal_wedge,balance,,-2.875017157677462e-08,GGXCNL change minus (GGR change - GGX change) inside the WEO tables; rounding only
GBR,strict,2026-04,9b805ef685ff,2025,2029,weo_change,balance,,3.41138135407473,Δ((GGXCNL/NGDP)) from base year; the decomposition target — components above sum to this exactly (V26)
GBR,strict,2026-04,9b805ef685ff,2025,2029,covered_total,balance,,0.0,sum of signed covered-line contributions — what the granular official forecasts explain of the WEO change
GBR,strict,2026-04,9b805ef685ff,2025,2029,explained_share,balance,,0.0,"covered_total / weo_change (a ratio, not pp): the Gate 5 headline number"
GBR,strict,2026-04,9b805ef685ff,2025,2030,denom_effect,revenue,,0.0,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
GBR,strict,2026-04,9b805ef685ff,2025,2030,resid_total,revenue,,3.6418015923001255,"no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
GBR,strict,2026-04,9b805ef685ff,2025,2030,denom_effect,expenditure,,-0.0,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
GBR,strict,2026-04,9b805ef685ff,2025,2030,resid_total,expenditure,,0.033326179835058145,"no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
GBR,strict,2026-04,9b805ef685ff,2025,2030,weo_internal_wedge,balance,,-4.440892098500626e-16,GGXCNL change minus (GGR change - GGX change) inside the WEO tables; rounding only
GBR,strict,2026-04,9b805ef685ff,2025,2030,weo_change,balance,,3.675127772135183,Δ((GGXCNL/NGDP)) from base year; the decomposition target — components above sum to this exactly (V26)
GBR,strict,2026-04,9b805ef685ff,2025,2030,covered_total,balance,,0.0,sum of signed covered-line contributions — what the granular official forecasts explain of the WEO change
GBR,strict,2026-04,9b805ef685ff,2025,2030,explained_share,balance,,0.0,"covered_total / weo_change (a ratio, not pp): the Gate 5 headline number"
GBR,strict,2026-04,9b805ef685ff,2025,2031,denom_effect,revenue,,0.0,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
GBR,strict,2026-04,9b805ef685ff,2025,2031,resid_total,revenue,,3.8447701408463875,"no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
GBR,strict,2026-04,9b805ef685ff,2025,2031,denom_effect,expenditure,,-0.0,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
GBR,strict,2026-04,9b805ef685ff,2025,2031,resid_total,expenditure,,-0.07228107684563168,"no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
GBR,strict,2026-04,9b805ef685ff,2025,2031,weo_internal_wedge,balance,,-2.6953629994608264e-08,GGXCNL change minus (GGR change - GGX change) inside the WEO tables; rounding only
GBR,strict,2026-04,9b805ef685ff,2025,2031,weo_change,balance,,3.772489037047126,Δ((GGXCNL/NGDP)) from base year; the decomposition target — components above sum to this exactly (V26)
GBR,strict,2026-04,9b805ef685ff,2025,2031,covered_total,balance,,0.0,sum of signed covered-line contributions — what the granular official forecasts explain of the WEO change
GBR,strict,2026-04,9b805ef685ff,2025,2031,explained_share,balance,,0.0,"covered_total / weo_change (a ratio, not pp): the Gate 5 headline number"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2026,covered_line,revenue,R06,0.059707548724885484,
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2026,denom_effect,revenue,,-0.0256435559210344,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2026,resid_total,revenue,,1.6502239980248912,"no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2026,covered_line,expenditure,GF01,-0.11363498506148789,
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2026,covered_line,expenditure,GF10,0.04396884225882913,
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2026,denom_effect,expenditure,,0.023390012582530373,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2026,resid_total,expenditure,,-0.16563827116190116,"no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2026,weo_internal_wedge,balance,,-4.218847493575595e-15,GGXCNL change minus (GGR change - GGX change) inside the WEO tables; rounding only
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2026,weo_change,balance,,1.4723735894467085,Δ((GGXCNL/NGDP)) from base year; the decomposition target — components above sum to this exactly (V26)
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2026,covered_total,balance,,-0.009958594077773275,sum of signed covered-line contributions — what the granular official forecasts explain of the WEO change
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2026,explained_share,balance,,-0.006763632646735762,"covered_total / weo_change (a ratio, not pp): the Gate 5 headline number"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2027,covered_line,revenue,R06,0.10612122965075604,
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2027,denom_effect,revenue,,-0.016182532605026057,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2027,resid_total,revenue,,2.5794190263858012,"no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2027,covered_line,expenditure,GF01,-0.08406453931879138,
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2027,covered_line,expenditure,GF10,0.1123594738981909,
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2027,denom_effect,expenditure,,-0.0020122005987846525,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2027,resid_total,expenditure,,-0.4396733414258558,"no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2027,weo_internal_wedge,balance,,-1.199040866595169e-14,GGXCNL change minus (GGR change - GGX change) inside the WEO tables; rounding only
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2027,weo_change,balance,,2.2559671159862784,Δ((GGXCNL/NGDP)) from base year; the decomposition target — components above sum to this exactly (V26)
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2027,covered_total,balance,,0.13441616423015557,sum of signed covered-line contributions — what the granular official forecasts explain of the WEO change
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2027,explained_share,balance,,0.059582501570015406,"covered_total / weo_change (a ratio, not pp): the Gate 5 headline number"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2028,denom_effect,revenue,,0.0,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2028,resid_total,revenue,,2.952172009602183,"no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2028,denom_effect,expenditure,,-0.0,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2028,resid_total,expenditure,,-0.19919813058693614,"no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2028,weo_internal_wedge,balance,,1.3322676295501878e-15,GGXCNL change minus (GGR change - GGX change) inside the WEO tables; rounding only
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2028,weo_change,balance,,2.7529738790152485,Δ((GGXCNL/NGDP)) from base year; the decomposition target — components above sum to this exactly (V26)
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2028,covered_total,balance,,0.0,sum of signed covered-line contributions — what the granular official forecasts explain of the WEO change
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2028,explained_share,balance,,0.0,"covered_total / weo_change (a ratio, not pp): the Gate 5 headline number"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2029,denom_effect,revenue,,0.0,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2029,resid_total,revenue,,3.327985867078592,"no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2029,denom_effect,expenditure,,-0.0,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2029,resid_total,expenditure,,0.08339551574630955,"no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2029,weo_internal_wedge,balance,,-2.875017157677462e-08,GGXCNL change minus (GGR change - GGX change) inside the WEO tables; rounding only
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2029,weo_change,balance,,3.41138135407473,Δ((GGXCNL/NGDP)) from base year; the decomposition target — components above sum to this exactly (V26)
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2029,covered_total,balance,,0.0,sum of signed covered-line contributions — what the granular official forecasts explain of the WEO change
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2029,explained_share,balance,,0.0,"covered_total / weo_change (a ratio, not pp): the Gate 5 headline number"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2030,denom_effect,revenue,,0.0,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2030,resid_total,revenue,,3.6418015923001255,"no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2030,denom_effect,expenditure,,-0.0,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2030,resid_total,expenditure,,0.033326179835058145,"no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2030,weo_internal_wedge,balance,,-4.440892098500626e-16,GGXCNL change minus (GGR change - GGX change) inside the WEO tables; rounding only
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2030,weo_change,balance,,3.675127772135183,Δ((GGXCNL/NGDP)) from base year; the decomposition target — components above sum to this exactly (V26)
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2030,covered_total,balance,,0.0,sum of signed covered-line contributions — what the granular official forecasts explain of the WEO change
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2030,explained_share,balance,,0.0,"covered_total / weo_change (a ratio, not pp): the Gate 5 headline number"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2031,denom_effect,revenue,,0.0,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2031,resid_total,revenue,,3.8447701408463875,"no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2031,denom_effect,expenditure,,-0.0,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2031,resid_total,expenditure,,-0.07228107684563168,"no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2031,weo_internal_wedge,balance,,-2.6953629994608264e-08,GGXCNL change minus (GGR change - GGX change) inside the WEO tables; rounding only
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2031,weo_change,balance,,3.772489037047126,Δ((GGXCNL/NGDP)) from base year; the decomposition target — components above sum to this exactly (V26)
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2031,covered_total,balance,,0.0,sum of signed covered-line contributions — what the granular official forecasts explain of the WEO change
GBR,maximum_extension,2026-04,9b805ef685ff,2025,2031,explained_share,balance,,0.0,"covered_total / weo_change (a ratio, not pp): the Gate 5 headline number"
FRA,strict,2026-04,9b805ef685ff,2024,2025,covered_line,revenue,R01,-0.11141299326792309,
FRA,strict,2026-04,9b805ef685ff,2024,2025,covered_line,revenue,R02,0.26618987328173305,
FRA,strict,2026-04,9b805ef685ff,2024,2025,covered_line,revenue,R03,0.45175951689891414,
FRA,strict,2026-04,9b805ef685ff,2024,2025,covered_line,revenue,R04,0.11597878742650898,
FRA,strict,2026-04,9b805ef685ff,2024,2025,covered_line,revenue,R05,-0.022455635214724615,
FRA,strict,2026-04,9b805ef685ff,2024,2025,covered_line,revenue,R06,0.16365155680974075,
FRA,strict,2026-04,9b805ef685ff,2024,2025,covered_line,revenue,R07,-0.052654917310216307,
FRA,strict,2026-04,9b805ef685ff,2024,2025,covered_line,revenue,R08,0.07755211184290256,
FRA,strict,2026-04,9b805ef685ff,2024,2025,covered_line,revenue,R09,0.025470537148467726,
FRA,strict,2026-04,9b805ef685ff,2024,2025,covered_line,revenue,R10,-0.034027874859367604,
FRA,strict,2026-04,9b805ef685ff,2024,2025,denom_effect,revenue,,0.10428592769961542,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
FRA,strict,2026-04,9b805ef685ff,2024,2025,resid_coverage,revenue,,-0.059259870648720736,"official total (EC_AMECO, Q12 deviation for GBR per D-S3-001) minus covered lines, both on national GDP paths: the uncovered lines"
FRA,strict,2026-04,9b805ef685ff,2024,2025,resid_disagreement,revenue,,-0.045001091961349715,"WEO side change minus the official total's change, each on its own GDP path"
FRA,strict,2026-04,9b805ef685ff,2024,2025,covered_line,expenditure,GF07,-0.1226570268257024,
FRA,strict,2026-04,9b805ef685ff,2024,2025,covered_line,expenditure,GF09,0.004932904542008509,
FRA,strict,2026-04,9b805ef685ff,2024,2025,denom_effect,expenditure,,0.1442304571816086,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
FRA,strict,2026-04,9b805ef685ff,2024,2025,resid_coverage,expenditure,,-0.2790629199832098,"official total (EC_AMECO, Q12 deviation for GBR per D-S3-001) minus covered lines, both on national GDP paths: the uncovered lines"
FRA,strict,2026-04,9b805ef685ff,2024,2025,resid_disagreement,expenditure,,0.047931063647232985,"WEO side change minus the official total's change, each on its own GDP path"
FRA,strict,2026-04,9b805ef685ff,2024,2025,implied_uncovered_growth,expenditure,,2.31645558975464,"annualised nominal growth of the uncovered lines implied by the official total, % per year (NOT pp of GDP; §8.3 plausibility diagnostic, not a forecast)"
FRA,strict,2026-04,9b805ef685ff,2024,2025,historical_uncovered_growth,expenditure,,4.236000297275,"annualised nominal growth of the same uncovered lines over the five anchor years to 2024, % per year"
FRA,strict,2026-04,9b805ef685ff,2024,2025,weo_internal_wedge,balance,,7.66053886991358e-15,GGXCNL change minus (GGR change - GGX change) inside the WEO tables; rounding only
FRA,strict,2026-04,9b805ef685ff,2024,2025,weo_change,balance,,0.6754504064075261,Δ((GGXCNL/NGDP)) from base year; the decomposition target — components above sum to this exactly (V26)
FRA,strict,2026-04,9b805ef685ff,2024,2025,covered_total,balance,,0.7623268404723418,sum of signed covered-line contributions — what the granular official forecasts explain of the WEO change
FRA,strict,2026-04,9b805ef685ff,2024,2025,explained_share,balance,,1.1286200041345444,"covered_total / weo_change (a ratio, not pp): the Gate 5 headline number"
FRA,strict,2026-04,9b805ef685ff,2024,2026,covered_line,revenue,R06,0.2279141926100542,
FRA,strict,2026-04,9b805ef685ff,2024,2026,covered_line,revenue,R09,0.05825669895687391,
FRA,strict,2026-04,9b805ef685ff,2024,2026,denom_effect,revenue,,0.05533320969880806,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
FRA,strict,2026-04,9b805ef685ff,2024,2026,resid_coverage,revenue,,0.7707399927527635,"official total (EC_AMECO, Q12 deviation for GBR per D-S3-001) minus covered lines, both on national GDP paths: the uncovered lines"
FRA,strict,2026-04,9b805ef685ff,2024,2026,resid_disagreement,revenue,,-0.1594539815094942,"WEO side change minus the official total's change, each on its own GDP path"
FRA,strict,2026-04,9b805ef685ff,2024,2026,implied_uncovered_growth,revenue,,3.7611780153360197,"annualised nominal growth of the uncovered lines implied by the official total, % per year (NOT pp of GDP; §8.3 plausibility diagnostic, not a forecast)"
FRA,strict,2026-04,9b805ef685ff,2024,2026,historical_uncovered_growth,revenue,,2.8534837221294795,"annualised nominal growth of the same uncovered lines over the five anchor years to 2024, % per year"
FRA,strict,2026-04,9b805ef685ff,2024,2026,covered_line,expenditure,GF07,-0.2047762891362645,
FRA,strict,2026-04,9b805ef685ff,2024,2026,covered_line,expenditure,GF09,0.03083054701227758,
FRA,strict,2026-04,9b805ef685ff,2024,2026,denom_effect,expenditure,,0.226699234945648,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
FRA,strict,2026-04,9b805ef685ff,2024,2026,resid_coverage,expenditure,,-0.5057574854210933,"official total (EC_AMECO, Q12 deviation for GBR per D-S3-001) minus covered lines, both on national GDP paths: the uncovered lines"
FRA,strict,2026-04,9b805ef685ff,2024,2026,resid_disagreement,expenditure,,0.34759445279871626,"WEO side change minus the official total's change, each on its own GDP path"
FRA,strict,2026-04,9b805ef685ff,2024,2026,implied_uncovered_growth,expenditure,,2.6734405906181813,"annualised nominal growth of the uncovered lines implied by the official total, % per year (NOT pp of GDP; §8.3 plausibility diagnostic, not a forecast)"
FRA,strict,2026-04,9b805ef685ff,2024,2026,historical_uncovered_growth,expenditure,,4.236000297275,"annualised nominal growth of the same uncovered lines over the five anchor years to 2024, % per year"
FRA,strict,2026-04,9b805ef685ff,2024,2026,weo_internal_wedge,balance,,9.769962616701378e-15,GGXCNL change minus (GGR change - GGX change) inside the WEO tables; rounding only
FRA,strict,2026-04,9b805ef685ff,2024,2026,weo_change,balance,,0.8473805727082993,Δ((GGXCNL/NGDP)) from base year; the decomposition target — components above sum to this exactly (V26)
FRA,strict,2026-04,9b805ef685ff,2024,2026,covered_total,balance,,0.11222514944294118,sum of signed covered-line contributions — what the granular official forecasts explain of the WEO change
FRA,strict,2026-04,9b805ef685ff,2024,2026,explained_share,balance,,0.13243771813679917,"covered_total / weo_change (a ratio, not pp): the Gate 5 headline number"
FRA,strict,2026-04,9b805ef685ff,2024,2027,covered_line,revenue,R06,0.24820523454091303,
FRA,strict,2026-04,9b805ef685ff,2024,2027,covered_line,revenue,R09,0.08611512722929149,
FRA,strict,2026-04,9b805ef685ff,2024,2027,denom_effect,revenue,,-0.09983896233591097,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
FRA,strict,2026-04,9b805ef685ff,2024,2027,resid_coverage,revenue,,0.6335806635558223,"official total (EC_AMECO, Q12 deviation for GBR per D-S3-001) minus covered lines, both on national GDP paths: the uncovered lines"
FRA,strict,2026-04,9b805ef685ff,2024,2027,resid_disagreement,revenue,,0.2752026891477799,"WEO side change minus the official total's change, each on its own GDP path"
FRA,strict,2026-04,9b805ef685ff,2024,2027,implied_uncovered_growth,revenue,,3.3910766529653635,"annualised nominal growth of the uncovered lines implied by the official total, % per year (NOT pp of GDP; §8.3 plausibility diagnostic, not a forecast)"
FRA,strict,2026-04,9b805ef685ff,2024,2027,historical_uncovered_growth,revenue,,2.8534837221294795,"annualised nominal growth of the same uncovered lines over the five anchor years to 2024, % per year"
FRA,strict,2026-04,9b805ef685ff,2024,2027,covered_line,expenditure,GF07,-0.2525786613220615,
FRA,strict,2026-04,9b805ef685ff,2024,2027,covered_line,expenditure,GF09,0.07680067814126584,
FRA,strict,2026-04,9b805ef685ff,2024,2027,denom_effect,expenditure,,0.25660613686633443,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
FRA,strict,2026-04,9b805ef685ff,2024,2027,resid_coverage,expenditure,,-0.8804223481081869,"official total (EC_AMECO, Q12 deviation for GBR per D-S3-001) minus covered lines, both on national GDP paths: the uncovered lines"
FRA,strict,2026-04,9b805ef685ff,2024,2027,resid_disagreement,expenditure,,0.6552215309956644,"WEO side change minus the official total's change, each on its own GDP path"
FRA,strict,2026-04,9b805ef685ff,2024,2027,implied_uncovered_growth,expenditure,,3.1684311412824684,"annualised nominal growth of the uncovered lines implied by the official total, % per year (NOT pp of GDP; §8.3 plausibility diagnostic, not a forecast)"
FRA,strict,2026-04,9b805ef685ff,2024,2027,historical_uncovered_growth,expenditure,,4.236000297275,"annualised nominal growth of the same uncovered lines over the five anchor years to 2024, % per year"
FRA,strict,2026-04,9b805ef685ff,2024,2027,weo_internal_wedge,balance,,-3.20392413710735e-08,GGXCNL change minus (GGR change - GGX change) inside the WEO tables; rounding only
FRA,strict,2026-04,9b805ef685ff,2024,2027,weo_change,balance,,0.9988920566716707,Δ((GGXCNL/NGDP)) from base year; the decomposition target — components above sum to this exactly (V26)
FRA,strict,2026-04,9b805ef685ff,2024,2027,covered_total,balance,,0.15854237858940884,sum of signed covered-line contributions — what the granular official forecasts explain of the WEO change
